,0
1312,If only he wasn't propaganda and one sided it could have been great
1313,"If what we see is not a global scale 1984 cosplay, Russia makes an antiglobalist move that will certainly have an impact that is disproportionate to its economic power. In that sense Russia is a superpower..."
1314,"Support you, Lex"
1315,"Half way through, I couldnt finish listening to the interview.  Kotkin is just too condescending a scholar.   I would still like to hear his rationale on why he thought Iraq war was a bad idea, given his allergic predisposition to dictatorship.  If invading Iraq is a bad idea, I certainly hope that he would not be arguing for a war with Russia."
1316,"Putin,XI, Modi, Macron all sound like leaders , in terms of basic courtesy and not being blabbermouth like US, UK leaders who sound bit dangerous."
1317,Love you too Lex. I was angry after the Stone interview. But then I had a little think and realised that you were not (necessarily) agreeing with Stone. We all look forward to hearing your views when you return dear Lex. Be safe.
1318,"Hey Lex, love the podcast; not sure where else to suggest this but there is a Psychologist named Steven Krashen who is an expert on Second Language Acquisition and his theory of the Affective Filter Hypothesis (which is closely associated with Chomsky’s ideas about language and how we come to understand it). He has a much larger body of work on the subject than that of course but I just wanted to give you a bit of background on the significance of suggest this guest. If you ever do read this thank your for your time, love the podcast!

Warmly,
-Your Friendly YouTube Comments Section"
1319,"Lex I love you, but enough bullsh please. Have Lavrov on or go to Moscow and interview Putin himself directly and show us a genuine conversation with the real arguments and counter arguments (and not these strawman arguments that your guest himself puts up and then tears down. Wtf is that, if not manipulation???).  This sh.. is so one sided, even I, a nobody, could counter half of what your guest said with facts and history and examples, off the top of my head. 

The fate of our entire species hangs in the balance. So facts matter. The truth matters. Don't you think that Russia, the largest nuclear superpower on Earth, deserves at the very least to state their claims and provide arguments and evidence in support of those claims? 
If not, then how do you ever expect to ""understand"" what is going on? Let alone find a solution. 

A lot is at risk. We are on a collison course with The East. CBDR! NUCLEAR this time.

And no I'm not Russian, not even close."
1320,"Stephen Kotkin is brilliant, great conversation.
Please get Victor Davis Hanson on the podcast."
1321,"This is an extremely politicized view , look at the examples Kotkin cites... they are emotional , subjective and omit key points ... This is the view of the US establishment. Stone has heart and soul ...who is telling the truth ? One seeks to inform freely , one seeks to influence, & manipulate."
1322,"War till the last Ukrainian! Good going, Kotkin"
1323,"40:56   A few minutes before that, the professor interpreted Russia's move based on their practice in the past. From this moment on, he explains that the ""West"" has also sinned in the past. Lex did not ask the key thing - how to trust the ""West"" when he showed the world that he was behaving like a tyrant, for example when they lied about weapons of mass destruction. And many times."
1324,The same Zelensky who thinks stephan bandera is a hero.
1325,Is he speaking about Russia or the CIA?
1326,"Bold move traveling to Ukraine and Russia following these interviews, please by safe Lex.  It is indeed a dangerous trip since you are a recognizable public figure, wishing you safe travels brother."
1327,"If you are free, your friends the turning backs (Jack Fowles). If you see the true nature of humans (tribal primates) it is hard to subscribe to any tribe fully. Perhaps, if you feel like that, you are after all not alone. There are a lots of them and with time their numbers only increasing, as of course the regression from those who are unwilling to grow to full adulthood, and still think the sun rotates around their tribal camping ground during the great process of migrations, conquests and coming and goings of kingdoms, tribal federations and empires.  
Nonetheless I hope you can visit both Russia and Ukraine in future and will be as welcome as the Americans are welcome in Vietnam today."
